MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,de_MFCC_1,de_MFCC_2,de_MFCC_3,de_MFCC_4,de_MFCC_5,de_MFCC_6,de_MFCC_7,de_MFCC_8,de_MFCC_9,de_MFCC_10,de_MFCC_11,de_MFCC_12,de_MFCC_13,de_MFCC_14,de_MFCC_15,de_MFCC_16,Centroid,Spread,Energy,Flatness,Slope,Pitch,Inharmonicity,Tristimulus1,Tristimulus2,Tristimulus3,Harmonic Energy,Noise Energy,Noisiness
-737.0227679635528,49.085670109101756,31.338248500713544,19.823868398263542,17.812878395570486,17.791794121103663,14.138999787437612,8.00327762270492,2.870042629125998,-0.09620441400241175,-2.9927714897344293,-7.914294633070226,-12.393729540600823,-11.017937740468597,-3.0391843524370388,5.310853687057058,1.196478313162054,1.1208567828623774,0.03271496132488167,-0.5854913440353328,-0.6280746851173604,-0.6497895201214579,-0.861164566484364,-0.9608969152297699,-0.7413401835657806,-0.3350922072815718,0.11943617343820385,0.6397359596822956,1.0840732286381378,1.0587163311568515,0.4858595113778459,-0.05771413106782715,1202.6624267702725,0.2381697854107178,0.00011449307203292847,0.0063508120365440845,-7.130751978751118e-07,40.50821304321289,0.04971487075090408,0.0,0.4158560335636139,0.5841439962387085,0.13834555234944165,0.3683489433285063,0.726964564388374
-735.2517071504487,52.55638683853634,36.66374652403785,25.13167743269123,18.33227300908584,9.422821810523779,-0.4193719112480825,-2.9020191920245955,2.806211034037303,7.5551095715592265,5.978113099668622,3.1550619434205616,3.8980366438035894,3.939529496967359,-2.131042035263298,-10.320165607264915,1.196478313162054,1.1208567828623774,0.03271496132488167,-0.5854913440353328,-0.6280746851173604,-0.6497895201214579,-0.861164566484364,-0.9608969152297699,-0.7413401835657806,-0.3350922072815718,0.11943617343820385,0.6397359596822956,1.0840732286381378,1.0587163311568515,0.4858595113778459,-0.05771413106782715,1306.1765319371868,0.2306594081045665,0.00011645443737506866,0.017670683562755585,-7.194281892357084e-07,23.733707427978516,0.05303295701742172,0.0,0.4560305178165436,0.5439695119857788,0.2815002706758803,0.24163008658959212,0.4618926874224054
-737.5791045513773,48.711057859546074,31.77547499109108,20.396824483053756,17.011626941434628,15.125206868180623,11.981410152234979,9.664728292554223,8.031820454883002,5.048802697067888,1.789522339096274,0.6632545736497605,0.7119960660833755,-0.5387864840129625,-2.8997636763255046,-4.802347344111927,1.196478313162054,1.1208567828623774,0.03271496132488167,-0.5854913440353328,-0.6280746851173604,-0.6497895201214579,-0.861164566484364,-0.9608969152297699,-0.7413401835657806,-0.3350922072815718,0.11943617343820385,0.6397359596822956,1.0840732286381378,1.0587163311568515,0.4858595113778459,-0.05771413106782715,1357.5037240438785,0.23280709637076555,0.00016002915799617767,0.01982981339097023,-7.569971384060154e-07,23.52617645263672,0.35257086157798767,0.046628426760435104,0.4106002449989319,0.5427713394165039,0.3963184387715863,0.18700217890419496,0.3205821519720973
-734.6711884075582,52.87845188373775,35.32081159002728,21.677777372203725,15.809916001119916,13.730406373634086,11.139875986761913,5.9436555771556705,-0.37493200569443974,-3.520411098105085,-2.728552188240548,-2.323306559713121,-3.934664910685844,-4.161094773208963,-1.8300529140806996,0.3720741431345459,1.196478313162054,1.1208567828623774,0.03271496132488167,-0.5854913440353328,-0.6280746851173604,-0.6497895201214579,-0.861164566484364,-0.9608969152297699,-0.7413401835657806,-0.3350922072815718,0.11943617343820385,0.6397359596822956,1.0840732286381378,1.0587163311568515,0.4858595113778459,-0.05771413106782715,1292.8371478944125,0.2228675262729506,0.00027100834995508194,0.013733538798987865,-7.770448003170393e-07,66.6539306640625,0.09176904708147049,0.30762457847595215,0.4243689775466919,0.26800647377967834,0.2845796030576226,0.24713346542763742,0.46478726981766555
-728.5516112126453,60.07338143165039,40.21337802420989,26.547789383657836,21.699928402236225,17.564379428986882,11.278668981108545,7.533666422142398,7.839932617700676,7.7870924582313945,5.071720665994243,2.373845772664711,1.442178500377962,0.5371837990831825,-1.238033020888024,-2.116284280291733,1.196478313162092,1.120856782862375,0.032714961324880346,-0.5854913440353334,-0.6280746851173614,-0.6497895201214585,-0.8611645664843647,-0.9608969152297705,-0.7413401835657814,-0.3350922072815722,0.11943617343820365,0.6397359596822956,1.0840732286381376,1.058716331156852,0.48585951137784633,-0.0577141310678263,1006.7763856255624,0.21552240252241725,0.0002929791808128357,0.005774707067757845,-7.92221068403539e-07,23.28177833557129,0.17159511148929596,0.07328612357378006,0.4043723940849304,0.5223414897918701,0.2528544687398436,0.25065284737267474,0.4978137146207059
-730.8850215001441,57.76872175013462,40.12756608280473,27.81739550001174,22.05595159951328,15.694974814105468,6.425069939849774,-2.4220632090472645,-7.601697121799307,-7.5049385024705,-2.9541616059736824,1.8250239077055557,2.9849411374903934,1.3732473537599097,0.4123220602732936,1.6055686013677504,1.3936325616601546,1.0733561590708667,-0.27599123706287226,-0.4164625877875654,0.0002581650878667168,-0.2465029771493529,-0.6800374127904499,-0.4777337666120922,-0.20587617222366306,-0.5540335548467793,-0.8817680307021979,-0.40854073955509995,0.3691197233762414,0.6148536607640573,0.5265515501878635,0.6985577877102772,1163.5126872026983,0.23338317658179863,0.0002147601917386055,0.01404129434376955,-7.568900199544389e-07,29.94287109375,0.07378489524126053,0.0,0.5624536871910095,0.4375463128089905,0.26057618034953567,0.1625031613004735,0.3840961855209268
-736.504381164446,50.03711101321661,33.887789428793795,24.94384359763291,22.383771407850546,16.949769699017708,8.734749985800843,4.951665936750708,5.866454467448479,5.097689439269091,1.1452641314649226,-1.3224742794272273,-0.5977384255856597,-0.09256662376056857,-1.1302213393835125,-0.6438084804603788,1.2169370764205145,1.0299791099155156,0.03867584414849133,-0.028178802147831472,0.1320227280659333,-0.3441485901523964,-0.7327923746165541,-0.34780515808288776,0.02456349287569095,-0.32366796949707266,-0.7257354224309017,-0.4441928209052394,0.11475580027096624,0.25683871687000837,0.009371355270492541,-0.23310419668901095,1166.775732919632,0.2065551899388628,0.00017154868692159653,0.010686695575714111,-7.871816916989937e-07,30.29948616027832,0.06804744899272919,0.0,0.5498006939888,0.4501992464065552,0.22044559420735355,0.1617395073017407,0.4231967877949634
-717.2339890367708,69.19911213790704,34.63324250646775,9.246737802841826,0.9575040275505897,-0.24323007644823813,-2.64002657076564,-5.824609467197558,-6.887493663575408,-5.107450410185372,-1.7934750128098749,1.5120500144760176,3.7484941921203525,3.3947192395240444,-0.13845545470139764,-3.3254788399886617,0.7310019791113603,0.6073928814886673,0.09684359346089752,0.3062967191969581,0.5619805456183996,0.15199794103057326,-0.22658015060666933,0.1175371024618784,0.4522416748239644,-0.008760190687674358,-0.6268095045038782,-0.5048075410156693,-0.007129489783824244,0.0048940928508785925,-0.47419313188472845,-0.877822319708176,1251.156315853344,0.22317480229373485,0.00010079052299261093,0.0204636137932539,-6.887099908752655e-07,109.86688995361328,0.021986395120620728,0.45048508048057556,0.2899116277694702,0.25960344076156616,0.14672960731163695,0.2457895388923578,0.6261848403303603
-734.0727852716991,51.53088383407487,31.094005091718603,19.146788870879014,17.175253722155205,13.891066708974414,5.689053879755416,0.229727475090578,1.9095926715922928,5.346020943073208,5.005993654446458,2.869785518556437,2.9044914615241235,3.664719458098249,1.3089034707497338,-3.188516400801601,-0.07674738875349021,0.011680024435711533,0.33555196870311194,0.6447348563514077,0.6410094781708873,0.38255022927782945,0.22363983572449858,0.20985105714725244,0.03961467605564531,-0.32575791048745273,-0.5868695729303203,-0.643052180788733,-0.646167166439371,-0.6175922747657451,-0.5412207263069249,-0.5924685641593916,1291.4170198318366,0.2261253321913548,0.00014190003275871277,0.014216948300600052,-7.369632254349796e-07,20.588363647460938,0.18694351613521576,0.031192658469080925,0.0,0.9688072800636292,0.193204254206832,0.2052717801960153,0.5151420975759152
-723.7073653827487,60.89059722122654,34.96016208325791,26.43877155619599,25.468670635244493,13.791352930221603,1.6252651288455502,3.5378575654162976,8.059389654653925,0.48756297513426916,-9.14668530145999,-5.62154563265753,4.458860627954453,6.389235551189241,1.7379792071824436,0.4284855425102649,-0.22690010146386758,0.10851627919302465,0.8292528523181014,1.0391286294475233,0.8249567794143982,0.7320467882666438,0.8413485973823362,0.8672442533766616,0.6969050070447443,0.3805688355213218,-0.10415655727939276,-0.7434308378817556,-1.2633756167107457,-1.300857570005132,-0.912981195692659,-0.6509313582689755,1185.7953259774756,0.22749420227740327,0.0001532202586531639,0.014119730331003666,-7.695677637481379e-07,40.18876647949219,0.037679675966501236,0.0,0.6150683760643005,0.3849315643310547,0.15180534056893144,0.23418685861357894,0.6067139675609022
